,0
0,RIN3
1,NAV2
2,EGR3
3,ABLIM1
4,CLU
5,IER3
6,FLNB
7,CSNK2A1
8,PKN1
9,TNFAIP2
10,ELMO1
11,CDK6
12,EPAS1
13,HDAC3
14,HMOX1
15,EBF1
16,TCF7L2
17,ARL4C
18,TGIF1
19,MAPK10
20,FOS
21,SUMO1
22,PTGS2
23,BCL11A
24,ICAM1
25,FOSB
26,STAT1
27,LMNA
28,ITPKB
29,ZBTB16
30,TGFBI
31,TNS3
32,ETS2
33,TXNIP
34,AHNAK
35,OGT
36,PXDN
37,BCL2L11
38,RPS6KA3
39,COL4A2
40,NFKBIA
41,RIPOR2
42,KLF4
43,TPM1
44,AURKB
45,HES1
46,CBFA2T3
47,CD74
48,IRF2
49,ACTN1
50,PPP3CA
51,HIVEP2
52,MKLN1
53,ADAMTS1
54,TNS1
55,KAT2B
56,NFATC2
57,PHLDA1
58,ARMC8
59,FOXP1
60,PRKACA
61,COL1A1
62,HBEGF
63,ABCA1
64,CCL2
65,PRG2
66,DDR2
67,ITGA5
68,JUN
69,BIRC3
70,DUSP5
71,FOSL2
72,HDAC1
73,EPHA2
74,HDAC2
75,NFIA
76,LRRC28
77,COL4A1
78,MYH9
79,RUNX2
80,NCOA3
81,CCND2
82,MYC
83,CCND1
84,NR2F2
85,TIMP3
86,IGFBP3
87,PMEPA1
88,ID3
89,FN1
90,AFF3
91,CDKN1A
92,DUSP6
93,FYN
94,NOTCH2
95,BCL6
96,LRIG1
97,NRP2
98,PIM1
99,FOXC1
100,DHRS3
101,WIPF1
102,LEF1
103,TNC
104,BCL3
105,TRPS1
106,NCOR2
107,PRKCSH
108,KLF6
109,GSE1
110,SMAD7
111,GZF1
112,SERPINE2
113,RORA
114,CD55
115,NFKB1
116,ARID5B
117,SMARCA2
118,PLAU
119,PMP22
120,IKZF1
121,TIAM1
122,CD3EAP
123,PPP3CB
124,FLI1
125,CBL
126,NOTCH1
127,CELF2
128,GDF15
129,IRS2
130,MEIS1
131,SMAD3
132,SOX4
133,PRKG1
134,THBS1
135,GSK3A
136,PTP4A3
137,RELB
138,PDGFB
139,LCP1
140,KLF2
141,VIM
142,CD82
143,HMGCS2
144,NFIX
145,TIMP2
146,BHLHE40
147,ST3GAL1
148,NR4A1
149,LGALS1
150,CTGF
151,TNFAIP3
152,HOOK1
153,ZFP36
154,SRC
155,SOCS1
156,LOXL2
157,PRDM1
158,ITGB2
159,RGS2
160,BTG2
161,AXL
162,TGFB1
163,CTDSP2
164,CXCL12
165,PREX1
166,COL5A1
167,UBC
168,NFIL3
169,GRB10
170,SGK1
171,RASA3
172,STAT3
173,GAS7
174,COL18A1
175,TSC22D3
176,NDRG1
177,RCSD1
178,TGFBR2
179,LHFPL2
180,GSN
181,CELSR1
182,TGFB2
183,MECOM
184,CBLB
185,PLOD1
186,DDIT4
187,DUSP1
188,PIAS1
189,FOXP3
190,ZHX2
191,SPI1
192,ZMYND19
193,HDAC5
194,ADGRE5
195,KPNB1
196,BCL11B
197,YWHAQ
198,ATXN1
199,PPP3R2
200,MAFF
201,RUNX1
202,SERPINB8
203,ATF3
204,CXCR4
205,MEF2C
206,LGALS3
207,CEBPD
208,AUTS2
209,GATA2
210,ITGA6
211,MAPK8
212,RUNX3
213,IGF1R
214,GADD45B
215,CYR61
216,NEDD9
217,YWHAZ
218,GADD45G
219,PML
220,STAT5A
221,JAG1
222,LPP
223,MAF
224,COLEC11
225,CEBPB
226,UBE2I
227,"SMIM29
"
228,MKL1
229,BCL2
230,SOCS2
231,SLC2A1
232,ARHGEF3
233,EGFR
234,CEBPA
235,ITM2C
236,ID2
237,ZFP36L2
238,RXRA
239,RREB1
240,EFNA2
241,DPYSL2
242,JUNB
243,NR4A3
244,DLC1
245,ZFP36L1
246,MAFB
247,ANXA2
248,RARA
249,"C14ORF104
"
250,OBSL1
251,NFIC
252,TUBA1A
253,SERPINE1
254,ZFHX3
255,MAPK3
256,CAPG
257,CXCL10
258,MTSS1
259,PPP3CC
260,IRF1
261,DNPEP
262,VEGFA
263,LYN
264,PRKCB
265,SH3PXD2A
266,SMAD6
267,SEMA7A
268,CD9
269,GADD45A
270,HIVEP3
271,ZMIZ1
272,NFKB2
273,YWHAH
274,CSNK1G1
275,MAP3K8
276,EP300
277,PRKCA
278,PRKCH
279,EGR2
280,CUX1
281,PDPK1
282,SOCS3
283,CASZ1
284,ANK1
285,PARP1
286,TNFRSF1B
287,ID1
288,HECA
289,TCF4
290,RGS3
291,GNB2L1
292,FOSL1
293,MLF2
294,SOX9
295,PLEC
296,TRAF3
297,BACH2
298,IRF8
299,ZEB2
300,TINAGL1
301,GATA3
302,CD44
303,ZFPM1
304,RHOB
305,EMP1
306,CSF1
307,GSK3B
308,NRP1
309,PLXND1
310,LRRFIP1
311,CD83
312,TGFBR3
313,"CHP2
"
314,NR4A2
315,SDC4
316,TRIO
317,TRIB1
318,DUSP4
319,FGFR1
320,PPP3R1
321,LTBP1
322,ADM
323,VCAN
324,CHD6
325,PLAUR
326,LFNG
327,KDM6B
328,PIK3R1
329,FOXO3
330,ELK3
331,HIF1A
332,LITAF
333,ETS1
334,RPS6KB1
335,HDAC4
336,NR3C1
337,PDE4B
338,PTPRJ
339,REL
340,FOXO1
341,CHST11
342,HHAT
343,SPSB1
344,LAPTM5
345,HNRNPA1
346,NFKBIZ
347,HSPB1
348,EGR1
349,S1PR1
350,ST6GAL1
351,PFKFB3
352,HOOK2
